year,period,periodName,value,rate,title,sex,race,age,mari
2019,M03,March,3.7,TRUE,(Seas) Unemployment Rate - Women,Women,All,All,All
2019,M02,February,3.7,TRUE,(Seas) Unemployment Rate - Women,Women,All,All,All
2019,M01,January,3.9,TRUE,(Seas) Unemployment Rate - Women,Women,All,All,All
2018,M12,December,3.8,TRUE,(Seas) Unemployment Rate - Women,Women,All,All,All
2018,M11,November,3.8,TRUE,(Seas) Unemployment Rate - Women,Women,All,All,All
2018,M10,October,3.7,TRUE,(Seas) Unemployment Rate - Women,Women,All,All,All
2018,M09,September,3.6,TRUE,(Seas) Unemployment Rate - Women,Women,All,All,All
2018,M08,August,3.8,TRUE,(Seas) Unemployment Rate - Women,Women,All,All,All
2018,M07,July,3.9,TRUE,(Seas) Unemployment Rate - Women,Women,All,All,All
2018,M06,June,3.9,TRUE,(Seas) Unemployment Rate - Women,Women,All,All,All
2018,M05,May,3.6,TRUE,(Seas) Unemployment Rate - Women,Women,All,All,All
2018,M04,April,3.9,TRUE,(Seas) Unemployment Rate - Women,Women,All,All,All
2018,M03,March,4.0,TRUE,(Seas) Unemployment Rate - Women,Women,All,All,All
2018,M02,February,4.1,TRUE,(Seas) Unemployment Rate - Women,Women,All,All,All
2018,M01,January,4.0,TRUE,(Seas) Unemployment Rate - Women,Women,All,All,All
2023,M10,October,3.5,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2023,M09,September,3.4,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2023,M08,August,3.4,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2023,M07,July,3.1,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2023,M06,June,3.1,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2023,M05,May,3.3,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2023,M04,April,3.1,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2023,M03,March,3.2,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2023,M02,February,3.2,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2023,M01,January,3.1,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2022,M12,December,3.0,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2022,M11,November,3.3,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2022,M10,October,3.3,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2022,M09,September,3.1,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2022,M08,August,3.2,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2022,M07,July,3.1,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2022,M06,June,3.3,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2022,M05,May,3.2,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2022,M04,April,3.2,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2022,M03,March,3.2,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2022,M02,February,3.3,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2022,M01,January,3.4,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2021,M12,December,3.3,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2021,M11,November,3.7,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2021,M10,October,4.0,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2021,M09,September,4.2,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2021,M08,August,4.5,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2021,M07,July,4.8,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2021,M06,June,5.2,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2021,M05,May,5.1,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2021,M04,April,5.3,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2021,M03,March,5.4,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2021,M02,February,5.6,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2021,M01,January,5.7,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2020,M12,December,6.1,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2020,M11,November,5.9,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2020,M10,October,6.0,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2020,M09,September,7.0,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2020,M08,August,7.4,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2020,M07,July,9.2,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2020,M06,June,10.0,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2020,M05,May,12.3,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2020,M04,April,14.1,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2020,M03,March,3.9,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2020,M02,February,3.0,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2020,M01,January,3.1,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2019,M12,December,3.2,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2019,M11,November,3.2,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2019,M10,October,3.3,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2019,M09,September,3.2,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2019,M08,August,3.4,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2019,M07,July,3.3,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2019,M06,June,3.3,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2019,M05,May,3.2,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2019,M04,April,3.2,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2019,M03,March,3.3,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2019,M02,February,3.2,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2019,M01,January,3.5,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2018,M12,December,3.5,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2018,M11,November,3.4,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2018,M10,October,3.4,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2018,M09,September,3.3,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2018,M08,August,3.4,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2018,M07,July,3.4,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2018,M06,June,3.5,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2018,M05,May,3.5,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2018,M04,April,3.6,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2018,M03,March,3.5,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2018,M02,February,3.6,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2018,M01,January,3.5,TRUE,(Seas) Unemployment Rate - White,Both,White,All,All
2023,M10,October,3.7,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2023,M09,September,3.7,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2023,M08,August,3.7,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2023,M07,July,3.3,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2023,M06,June,3.3,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2023,M05,May,3.4,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2023,M04,April,3.1,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2023,M03,March,3.2,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2023,M02,February,3.2,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2023,M01,January,3.2,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2022,M12,December,3.0,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2022,M11,November,3.3,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2022,M10,October,3.3,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2022,M09,September,3.1,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2022,M08,August,3.3,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2022,M07,July,3.2,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2022,M06,June,3.3,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2022,M05,May,3.3,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2022,M04,April,3.3,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2022,M03,March,3.3,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2022,M02,February,3.3,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2022,M01,January,3.5,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2021,M12,December,3.3,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2021,M11,November,3.5,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2021,M10,October,3.8,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2021,M09,September,4.4,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2021,M08,August,4.6,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2021,M07,July,5.0,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2021,M06,June,5.3,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2021,M05,May,5.2,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2021,M04,April,5.5,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2021,M03,March,5.5,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2021,M02,February,5.7,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2021,M01,January,5.8,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2020,M12,December,6.1,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2020,M11,November,6.2,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2020,M10,October,6.2,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2020,M09,September,6.9,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2020,M08,August,7.2,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2020,M07,July,8.6,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2020,M06,June,9.3,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2020,M05,May,11.2,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2020,M04,April,12.8,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2020,M03,March,4.0,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2020,M02,February,3.1,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2020,M01,January,3.1,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2019,M12,December,3.2,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2019,M11,November,3.3,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
2019,M10,October,3.4,TRUE,(Seas) Unemployment Rate - White Men,Men,White,All,All
